interaction_id,ticket_id,occurred_at,actor,kind,body
INTERACTION-0100614,TICKET-005307,2026-06-13T14:44:00Z,agent,message,First response.
INTERACTION-0100615,TICKET-005308,2026-06-05T13:29:00Z,customer,message,Initial report.
INTERACTION-0100616,TICKET-005308,2026-06-05T15:43:00Z,agent,message,First response.
INTERACTION-0100617,TICKET-005309,2026-06-23T17:20:00Z,customer,message,Initial report.
INTERACTION-0100618,TICKET-005309,2026-06-23T19:23:00Z,agent,message,First response.
INTERACTION-0100619,TICKET-005310,2026-06-15T07:31:00Z,customer,message,Initial report.
INTERACTION-0100620,TICKET-005310,2026-06-15T10:00:00Z,agent,message,First response.
INTERACTION-0100621,TICKET-005311,2026-06-09T13:36:00Z,customer,message,Initial report.
INTERACTION-0100622,TICKET-005311,2026-06-09T14:50:00Z,agent,message,First response.
INTERACTION-0100623,TICKET-005312,2026-06-26T08:04:00Z,customer,message,Initial report.
INTERACTION-0100624,TICKET-005312,2026-06-26T08:16:00Z,agent,message,First response.
INTERACTION-0100625,TICKET-005313,2026-06-19T16:16:00Z,customer,message,Initial report.
INTERACTION-0100626,TICKET-005313,2026-06-19T17:32:00Z,agent,message,First response.
INTERACTION-0100627,TICKET-005314,2026-06-14T07:51:00Z,customer,message,Initial report.
INTERACTION-0100628,TICKET-005314,2026-06-14T09:36:00Z,agent,message,First response.
INTERACTION-0100629,TICKET-005315,2026-06-14T18:58:00Z,customer,message,Initial report.
INTERACTION-0100630,TICKET-005315,2026-06-14T21:49:00Z,agent,message,First response.
INTERACTION-0100631,TICKET-005316,2026-06-19T15:06:00Z,customer,message,Initial report.
INTERACTION-0100632,TICKET-005316,2026-06-19T18:17:00Z,agent,message,First response.
INTERACTION-0100633,TICKET-005317,2026-06-14T10:30:00Z,customer,message,Initial report.
INTERACTION-0100634,TICKET-005317,2026-06-14T11:38:00Z,agent,message,First response.
INTERACTION-0100635,TICKET-005318,2026-06-24T12:53:00Z,customer,message,Initial report.
INTERACTION-0100636,TICKET-005318,2026-06-24T14:43:00Z,agent,message,First response.
INTERACTION-0100637,TICKET-005319,2026-06-15T07:34:00Z,customer,message,Initial report.
INTERACTION-0100638,TICKET-005319,2026-06-15T07:46:00Z,agent,message,First response.
INTERACTION-0100639,TICKET-005320,2026-06-04T07:21:00Z,customer,message,Initial report.
INTERACTION-0100640,TICKET-005320,2026-06-04T10:58:00Z,agent,message,First response.
INTERACTION-0100641,TICKET-005321,2026-06-06T08:24:00Z,customer,message,Initial report.
INTERACTION-0100642,TICKET-005321,2026-06-06T12:17:00Z,agent,message,First response.
INTERACTION-0100643,TICKET-005322,2026-06-09T17:47:00Z,customer,message,Initial report.
INTERACTION-0100644,TICKET-005322,2026-06-09T19:03:00Z,agent,message,First response.
INTERACTION-0100645,TICKET-005323,2026-06-02T16:40:00Z,customer,message,Initial report.
INTERACTION-0100646,TICKET-005323,2026-06-02T20:20:00Z,agent,message,First response.
INTERACTION-0100647,TICKET-005324,2026-06-20T08:22:00Z,customer,message,Initial report.
INTERACTION-0100648,TICKET-005324,2026-06-20T09:59:00Z,agent,message,First response.
INTERACTION-0100649,TICKET-005325,2026-06-01T08:26:00Z,customer,message,Initial report.
INTERACTION-0100650,TICKET-005325,2026-06-01T10:18:00Z,agent,message,First response.
INTERACTION-0100651,TICKET-005326,2026-06-27T16:07:00Z,customer,message,Initial report.
INTERACTION-0100652,TICKET-005326,2026-06-27T18:25:00Z,agent,message,First response.
INTERACTION-0100653,TICKET-005327,2026-06-23T09:09:00Z,customer,message,Initial report.
INTERACTION-0100654,TICKET-005327,2026-06-23T09:40:00Z,agent,message,First response.
INTERACTION-0100655,TICKET-005328,2026-06-23T08:06:00Z,customer,message,Initial report.
INTERACTION-0100656,TICKET-005328,2026-06-23T09:38:00Z,agent,message,First response.
INTERACTION-0100657,TICKET-005329,2026-06-26T08:12:00Z,customer,message,Initial report.
INTERACTION-0100658,TICKET-005329,2026-06-26T09:54:00Z,agent,message,First response.
INTERACTION-0100659,TICKET-005330,2026-06-09T10:58:00Z,customer,message,Initial report.
INTERACTION-0100660,TICKET-005330,2026-06-09T12:37:00Z,agent,message,First response.
INTERACTION-0100661,TICKET-005331,2026-06-10T11:34:00Z,customer,message,Initial report.
INTERACTION-0100662,TICKET-005331,2026-06-10T13:04:00Z,agent,message,First response.
INTERACTION-0100663,TICKET-005332,2026-06-21T14:56:00Z,customer,message,Initial report.
INTERACTION-0100664,TICKET-005332,2026-06-21T16:53:00Z,agent,message,First response.
INTERACTION-0100665,TICKET-005333,2026-06-09T18:41:00Z,customer,message,Initial report.
INTERACTION-0100666,TICKET-005333,2026-06-09T21:02:00Z,agent,message,First response.
INTERACTION-0100667,TICKET-005334,2026-06-06T11:01:00Z,customer,message,Initial report.
INTERACTION-0100668,TICKET-005334,2026-06-06T12:25:00Z,agent,message,First response.
INTERACTION-0100669,TICKET-005335,2026-06-20T10:29:00Z,customer,message,Initial report.
INTERACTION-0100670,TICKET-005335,2026-06-20T12:38:00Z,agent,message,First response.
INTERACTION-0100671,TICKET-005336,2026-06-06T10:50:00Z,customer,message,Initial report.
INTERACTION-0100672,TICKET-005336,2026-06-06T12:12:00Z,agent,message,First response.
INTERACTION-0100673,TICKET-005337,2026-06-04T16:29:00Z,customer,message,Initial report.
INTERACTION-0100674,TICKET-005337,2026-06-04T18:49:00Z,agent,message,First response.
INTERACTION-0100675,TICKET-005338,2026-06-07T12:19:00Z,customer,message,Initial report.
INTERACTION-0100676,TICKET-005338,2026-06-07T13:46:00Z,agent,message,First response.
INTERACTION-0100677,TICKET-005339,2026-06-04T08:02:00Z,customer,message,Initial report.
INTERACTION-0100678,TICKET-005339,2026-06-04T09:38:00Z,agent,message,First response.
INTERACTION-0100679,TICKET-005340,2026-06-15T12:01:00Z,customer,message,Initial report.
INTERACTION-0100680,TICKET-005340,2026-06-15T14:19:00Z,agent,message,First response.
INTERACTION-0100681,TICKET-005341,2026-06-26T10:21:00Z,customer,message,Initial report.
INTERACTION-0100682,TICKET-005341,2026-06-26T12:48:00Z,agent,message,First response.
INTERACTION-0100683,TICKET-005342,2026-06-14T07:19:00Z,customer,message,Initial report.
INTERACTION-0100684,TICKET-005342,2026-06-14T10:40:00Z,agent,message,First response.
INTERACTION-0100685,TICKET-005343,2026-06-10T15:44:00Z,customer,message,Initial report.
INTERACTION-0100686,TICKET-005343,2026-06-10T17:12:00Z,agent,message,First response.
INTERACTION-0100687,TICKET-005344,2026-06-24T16:08:00Z,customer,message,Initial report.
INTERACTION-0100688,TICKET-005344,2026-06-24T17:00:00Z,agent,message,First response.
INTERACTION-0100689,TICKET-005345,2026-06-08T18:57:00Z,customer,message,Initial report.
INTERACTION-0100690,TICKET-005345,2026-06-08T20:50:00Z,agent,message,First response.
INTERACTION-0100691,TICKET-005346,2026-06-01T11:33:00Z,customer,message,Initial report.
INTERACTION-0100692,TICKET-005346,2026-06-01T13:38:00Z,agent,message,First response.
INTERACTION-0100693,TICKET-005347,2026-06-10T18:43:00Z,customer,message,Initial report.
INTERACTION-0100694,TICKET-005347,2026-06-10T20:47:00Z,agent,message,First response.
INTERACTION-0100695,TICKET-005348,2026-06-16T15:45:00Z,customer,message,Initial report.
INTERACTION-0100696,TICKET-005348,2026-06-16T16:56:00Z,agent,message,First response.
INTERACTION-0100697,TICKET-005349,2026-06-22T10:28:00Z,customer,message,Initial report.
INTERACTION-0100698,TICKET-005349,2026-06-22T11:33:00Z,agent,message,First response.
INTERACTION-0100699,TICKET-005350,2026-06-03T14:57:00Z,customer,message,Initial report.
INTERACTION-0100700,TICKET-005350,2026-06-03T17:22:00Z,agent,message,First response.
INTERACTION-0100701,TICKET-005351,2026-06-13T13:24:00Z,customer,message,Initial report.
INTERACTION-0100702,TICKET-005351,2026-06-13T16:03:00Z,agent,message,First response.
INTERACTION-0100703,TICKET-005352,2026-06-24T11:48:00Z,customer,message,Initial report.
INTERACTION-0100704,TICKET-005352,2026-06-24T15:16:00Z,agent,message,First response.
INTERACTION-0100705,TICKET-005353,2026-06-10T12:24:00Z,customer,message,Initial report.
INTERACTION-0100706,TICKET-005353,2026-06-10T14:51:00Z,agent,message,First response.
INTERACTION-0100707,TICKET-005354,2026-06-12T13:59:00Z,customer,message,Initial report.
INTERACTION-0100708,TICKET-005354,2026-06-12T15:23:00Z,agent,message,First response.
INTERACTION-0100709,TICKET-005355,2026-06-04T09:55:00Z,customer,message,Initial report.
INTERACTION-0100710,TICKET-005355,2026-06-04T10:44:00Z,agent,message,First response.
INTERACTION-0100711,TICKET-005356,2026-06-18T10:23:00Z,customer,message,Initial report.
INTERACTION-0100712,TICKET-005356,2026-06-18T13:41:00Z,agent,message,First response.
INTERACTION-0100713,TICKET-005357,2026-06-21T15:59:00Z,customer,message,Initial report.
INTERACTION-0100714,TICKET-005357,2026-06-21T18:14:00Z,agent,message,First response.
INTERACTION-0100715,TICKET-005358,2026-06-01T07:50:00Z,customer,message,Initial report.
INTERACTION-0100716,TICKET-005358,2026-06-01T08:51:00Z,agent,message,First response.
INTERACTION-0100717,TICKET-005359,2026-06-24T11:08:00Z,customer,message,Initial report.
INTERACTION-0100718,TICKET-005359,2026-06-24T13:44:00Z,agent,message,First response.
INTERACTION-0100719,TICKET-005360,2026-06-26T13:15:00Z,customer,message,Initial report.
INTERACTION-0100720,TICKET-005360,2026-06-26T14:37:00Z,agent,message,First response.
INTERACTION-0100721,TICKET-005361,2026-06-10T15:35:00Z,customer,message,Initial report.
INTERACTION-0100722,TICKET-005361,2026-06-10T17:22:00Z,agent,message,First response.
INTERACTION-0100723,TICKET-005362,2026-06-10T15:48:00Z,customer,message,Initial report.
INTERACTION-0100724,TICKET-005362,2026-06-10T16:14:00Z,agent,message,First response.
INTERACTION-0100725,TICKET-005363,2026-06-01T15:01:00Z,customer,message,Initial report.
INTERACTION-0100726,TICKET-005363,2026-06-01T18:03:00Z,agent,message,First response.
INTERACTION-0100727,TICKET-005364,2026-06-06T15:44:00Z,customer,message,Initial report.
INTERACTION-0100728,TICKET-005364,2026-06-06T17:27:00Z,agent,message,First response.
INTERACTION-0100729,TICKET-005365,2026-06-14T11:44:00Z,customer,message,Initial report.
INTERACTION-0100730,TICKET-005365,2026-06-14T12:23:00Z,agent,message,First response.
INTERACTION-0100731,TICKET-005366,2026-06-14T09:02:00Z,customer,message,Initial report.
INTERACTION-0100732,TICKET-005366,2026-06-14T10:28:00Z,agent,message,First response.
INTERACTION-0100733,TICKET-005367,2026-06-08T12:34:00Z,customer,message,Initial report.
INTERACTION-0100734,TICKET-005367,2026-06-08T14:41:00Z,agent,message,First response.
INTERACTION-0100735,TICKET-005368,2026-06-12T16:09:00Z,customer,message,Initial report.
INTERACTION-0100736,TICKET-005368,2026-06-12T18:42:00Z,agent,message,First response.
INTERACTION-0100737,TICKET-005369,2026-06-20T16:03:00Z,customer,message,Initial report.
INTERACTION-0100738,TICKET-005369,2026-06-20T19:57:00Z,agent,message,First response.
INTERACTION-0100739,TICKET-005370,2026-06-16T09:13:00Z,customer,message,Initial report.
INTERACTION-0100740,TICKET-005370,2026-06-16T11:31:00Z,agent,message,First response.
INTERACTION-0100741,TICKET-005371,2026-06-21T13:41:00Z,customer,message,Initial report.
INTERACTION-0100742,TICKET-005371,2026-06-21T15:56:00Z,agent,message,First response.
INTERACTION-0100743,TICKET-005372,2026-06-17T15:08:00Z,customer,message,Initial report.
INTERACTION-0100744,TICKET-005372,2026-06-17T19:00:00Z,agent,message,First response.
INTERACTION-0100745,TICKET-005373,2026-06-21T16:51:00Z,customer,message,Initial report.
INTERACTION-0100746,TICKET-005373,2026-06-21T19:05:00Z,agent,message,First response.
INTERACTION-0100747,TICKET-005374,2026-06-03T16:59:00Z,customer,message,Initial report.
INTERACTION-0100748,TICKET-005374,2026-06-03T19:10:00Z,agent,message,First response.
INTERACTION-0100749,TICKET-005375,2026-06-10T13:12:00Z,customer,message,Initial report.
INTERACTION-0100750,TICKET-005375,2026-06-10T14:01:00Z,agent,message,First response.
INTERACTION-0100751,TICKET-005376,2026-06-16T12:32:00Z,customer,message,Initial report.
INTERACTION-0100752,TICKET-005376,2026-06-16T14:17:00Z,agent,message,First response.
INTERACTION-0100753,TICKET-005377,2026-06-01T14:26:00Z,customer,message,Initial report.
INTERACTION-0100754,TICKET-005377,2026-06-01T16:14:00Z,agent,message,First response.
INTERACTION-0100755,TICKET-005378,2026-06-13T10:44:00Z,customer,message,Initial report.
INTERACTION-0100756,TICKET-005378,2026-06-13T12:07:00Z,agent,message,First response.
INTERACTION-0100757,TICKET-005379,2026-06-17T11:58:00Z,customer,message,Initial report.
INTERACTION-0100758,TICKET-005379,2026-06-17T14:42:00Z,agent,message,First response.
INTERACTION-0100759,TICKET-005380,2026-06-03T10:10:00Z,customer,message,Initial report.
INTERACTION-0100760,TICKET-005380,2026-06-03T11:52:00Z,agent,message,First response.
INTERACTION-0100761,TICKET-005381,2026-06-05T07:53:00Z,customer,message,Initial report.
INTERACTION-0100762,TICKET-005381,2026-06-05T10:09:00Z,agent,message,First response.
INTERACTION-0100763,TICKET-005382,2026-06-25T16:25:00Z,customer,message,Initial report.
INTERACTION-0100764,TICKET-005382,2026-06-25T19:38:00Z,agent,message,First response.
INTERACTION-0100765,TICKET-005383,2026-06-04T11:24:00Z,customer,message,Initial report.
INTERACTION-0100766,TICKET-005383,2026-06-04T13:08:00Z,agent,message,First response.
INTERACTION-0100767,TICKET-005384,2026-06-24T16:32:00Z,customer,message,Initial report.
INTERACTION-0100768,TICKET-005384,2026-06-24T17:34:00Z,agent,message,First response.
INTERACTION-0100769,TICKET-005385,2026-06-13T10:54:00Z,customer,message,Initial report.
INTERACTION-0100770,TICKET-005385,2026-06-13T13:26:00Z,agent,message,First response.
INTERACTION-0100771,TICKET-005386,2026-06-13T18:33:00Z,customer,message,Initial report.
INTERACTION-0100772,TICKET-005386,2026-06-13T21:32:00Z,agent,message,First response.
INTERACTION-0100773,TICKET-005387,2026-06-18T09:03:00Z,customer,message,Initial report.
INTERACTION-0100774,TICKET-005387,2026-06-18T09:58:00Z,agent,message,First response.
INTERACTION-0100775,TICKET-005388,2026-06-06T11:58:00Z,customer,message,Initial report.
INTERACTION-0100776,TICKET-005388,2026-06-06T16:15:00Z,agent,message,First response.
INTERACTION-0100777,TICKET-005389,2026-06-22T18:37:00Z,customer,message,Initial report.
INTERACTION-0100778,TICKET-005389,2026-06-22T19:59:00Z,agent,message,First response.
INTERACTION-0100779,TICKET-005390,2026-06-14T12:59:00Z,customer,message,Initial report.
INTERACTION-0100780,TICKET-005390,2026-06-14T14:32:00Z,agent,message,First response.
INTERACTION-0100781,TICKET-005391,2026-06-06T18:44:00Z,customer,message,Initial report.
INTERACTION-0100782,TICKET-005391,2026-06-06T20:46:00Z,agent,message,First response.
INTERACTION-0100783,TICKET-005392,2026-06-13T09:29:00Z,customer,message,Initial report.
INTERACTION-0100784,TICKET-005392,2026-06-13T12:41:00Z,agent,message,First response.
INTERACTION-0100785,TICKET-005393,2026-06-02T16:32:00Z,customer,message,Initial report.
INTERACTION-0100786,TICKET-005393,2026-06-02T18:49:00Z,agent,message,First response.
INTERACTION-0100787,TICKET-005394,2026-06-26T13:25:00Z,customer,message,Initial report.
INTERACTION-0100788,TICKET-005394,2026-06-26T13:37:00Z,agent,message,First response.
INTERACTION-0100789,TICKET-005395,2026-06-26T15:29:00Z,customer,message,Initial report.
INTERACTION-0100790,TICKET-005395,2026-06-26T17:53:00Z,agent,message,First response.
INTERACTION-0100791,TICKET-005396,2026-06-01T07:41:00Z,customer,message,Initial report.
INTERACTION-0100792,TICKET-005396,2026-06-01T09:51:00Z,agent,message,First response.
INTERACTION-0100793,TICKET-005397,2026-06-04T08:51:00Z,customer,message,Initial report.
INTERACTION-0100794,TICKET-005397,2026-06-04T09:38:00Z,agent,message,First response.
INTERACTION-0100795,TICKET-005398,2026-06-11T16:01:00Z,customer,message,Initial report.
INTERACTION-0100796,TICKET-005398,2026-06-11T18:06:00Z,agent,message,First response.
INTERACTION-0100797,TICKET-005399,2026-06-03T13:07:00Z,customer,message,Initial report.
INTERACTION-0100798,TICKET-005399,2026-06-03T14:53:00Z,agent,message,First response.
INTERACTION-0100799,TICKET-005400,2026-06-20T09:58:00Z,customer,message,Initial report.
INTERACTION-0100800,TICKET-005400,2026-06-20T12:16:00Z,agent,message,First response.
INTERACTION-0100801,TICKET-005401,2026-06-14T16:14:00Z,customer,message,Initial report.
INTERACTION-0100802,TICKET-005401,2026-06-14T18:13:00Z,agent,message,First response.
INTERACTION-0100803,TICKET-005402,2026-06-15T11:07:00Z,customer,message,Initial report.
INTERACTION-0100804,TICKET-005402,2026-06-15T13:43:00Z,agent,message,First response.
INTERACTION-0100805,TICKET-005403,2026-06-07T18:21:00Z,customer,message,Initial report.
INTERACTION-0100806,TICKET-005403,2026-06-07T20:15:00Z,agent,message,First response.
INTERACTION-0100807,TICKET-005404,2026-06-14T14:15:00Z,customer,message,Initial report.
INTERACTION-0100808,TICKET-005404,2026-06-14T15:26:00Z,agent,message,First response.
INTERACTION-0100809,TICKET-005405,2026-06-10T15:36:00Z,customer,message,Initial report.
INTERACTION-0100810,TICKET-005405,2026-06-10T17:31:00Z,agent,message,First response.
INTERACTION-0100811,TICKET-005406,2026-06-08T18:22:00Z,customer,message,Initial report.
INTERACTION-0100812,TICKET-005406,2026-06-08T20:54:00Z,agent,message,First response.
INTERACTION-0100813,TICKET-005407,2026-06-08T18:15:00Z,customer,message,Initial report.
INTERACTION-0100814,TICKET-005407,2026-06-08T18:40:00Z,agent,message,First response.
INTERACTION-0100815,TICKET-005408,2026-06-05T08:20:00Z,customer,message,Initial report.
INTERACTION-0100816,TICKET-005408,2026-06-05T10:10:00Z,agent,message,First response.
INTERACTION-0100817,TICKET-005409,2026-07-09T18:47:00Z,customer,message,Initial report.
INTERACTION-0100818,TICKET-005409,2026-07-09T18:59:00Z,assist,suggestion_sent,First response.
INTERACTION-0100819,TICKET-005410,2026-07-22T15:27:00Z,customer,message,Initial report.
INTERACTION-0100820,TICKET-005410,2026-07-22T15:54:00Z,assist,suggestion_sent,First response.
INTERACTION-0100821,TICKET-005411,2026-07-03T08:18:00Z,customer,message,Initial report.
INTERACTION-0100822,TICKET-005411,2026-07-03T11:21:00Z,agent,message,First response.
INTERACTION-0100823,TICKET-005412,2026-07-27T16:41:00Z,customer,message,Initial report.
INTERACTION-0100824,TICKET-005412,2026-07-27T18:42:00Z,agent,message,First response.
INTERACTION-0100825,TICKET-005413,2026-07-19T09:26:00Z,customer,message,Initial report.
INTERACTION-0100826,TICKET-005413,2026-07-19T12:32:00Z,agent,message,First response.
INTERACTION-0100827,TICKET-005414,2026-07-22T08:12:00Z,customer,message,Initial report.
INTERACTION-0100828,TICKET-005414,2026-07-22T11:04:00Z,agent,message,First response.
INTERACTION-0100829,TICKET-005415,2026-07-25T13:14:00Z,customer,message,Initial report.
INTERACTION-0100830,TICKET-005415,2026-07-25T13:59:00Z,agent,message,First response.
INTERACTION-0100831,TICKET-005416,2026-07-12T18:50:00Z,customer,message,Initial report.
INTERACTION-0100832,TICKET-005416,2026-07-12T20:48:00Z,agent,message,First response.
INTERACTION-0100833,TICKET-005417,2026-07-07T11:06:00Z,customer,message,Initial report.
INTERACTION-0100834,TICKET-005417,2026-07-07T11:14:00Z,assist,suggestion_sent,First response.
INTERACTION-0100835,TICKET-005418,2026-07-04T08:48:00Z,customer,message,Initial report.
INTERACTION-0100836,TICKET-005418,2026-07-04T08:59:00Z,assist,suggestion_sent,First response.
INTERACTION-0100837,TICKET-005419,2026-07-12T08:45:00Z,customer,message,Initial report.
INTERACTION-0100838,TICKET-005419,2026-07-12T09:46:00Z,agent,message,First response.
INTERACTION-0100839,TICKET-005420,2026-07-05T16:18:00Z,customer,message,Initial report.
INTERACTION-0100840,TICKET-005420,2026-07-05T16:29:00Z,assist,suggestion_sent,First response.
INTERACTION-0100841,TICKET-005421,2026-07-23T17:06:00Z,customer,message,Initial report.
INTERACTION-0100842,TICKET-005421,2026-07-23T17:58:00Z,agent,message,First response.
INTERACTION-0100843,TICKET-005422,2026-07-04T12:23:00Z,customer,message,Initial report.
INTERACTION-0100844,TICKET-005422,2026-07-04T12:52:00Z,assist,suggestion_sent,First response.
INTERACTION-0100845,TICKET-005423,2026-07-01T08:58:00Z,customer,message,Initial report.
INTERACTION-0100846,TICKET-005423,2026-07-01T10:04:00Z,agent,message,First response.
INTERACTION-0100847,TICKET-005424,2026-07-01T09:52:00Z,customer,message,Initial report.
INTERACTION-0100848,TICKET-005424,2026-07-01T11:21:00Z,agent,message,First response.
INTERACTION-0100849,TICKET-005425,2026-07-12T13:27:00Z,customer,message,Initial report.
INTERACTION-0100850,TICKET-005425,2026-07-12T15:03:00Z,agent,message,First response.
INTERACTION-0100851,TICKET-005426,2026-07-16T09:15:00Z,customer,message,Initial report.
INTERACTION-0100852,TICKET-005426,2026-07-16T09:51:00Z,assist,suggestion_sent,First response.
INTERACTION-0100853,TICKET-005427,2026-07-12T14:00:00Z,customer,message,Initial report.
INTERACTION-0100854,TICKET-005427,2026-07-12T15:44:00Z,agent,message,First response.
INTERACTION-0100855,TICKET-005428,2026-07-04T13:42:00Z,customer,message,Initial report.
INTERACTION-0100856,TICKET-005428,2026-07-04T13:55:00Z,assist,suggestion_sent,First response.
INTERACTION-0100857,TICKET-005429,2026-07-13T07:39:00Z,customer,message,Initial report.
INTERACTION-0100858,TICKET-005429,2026-07-13T08:30:00Z,agent,message,First response.
INTERACTION-0100859,TICKET-005430,2026-07-23T14:28:00Z,customer,message,Initial report.
INTERACTION-0100860,TICKET-005430,2026-07-23T17:39:00Z,agent,message,First response.
INTERACTION-0100861,TICKET-005431,2026-07-06T16:03:00Z,customer,message,Initial report.
INTERACTION-0100862,TICKET-005431,2026-07-06T16:30:00Z,assist,suggestion_sent,First response.
INTERACTION-0100863,TICKET-005432,2026-07-02T08:32:00Z,customer,message,Initial report.
INTERACTION-0100864,TICKET-005432,2026-07-02T09:01:00Z,agent,message,First response.
INTERACTION-0100865,TICKET-005433,2026-07-05T07:18:00Z,customer,message,Initial report.
INTERACTION-0100866,TICKET-005433,2026-07-05T08:40:00Z,agent,message,First response.
INTERACTION-0100867,TICKET-005434,2026-07-07T16:47:00Z,customer,message,Initial report.
INTERACTION-0100868,TICKET-005434,2026-07-07T20:14:00Z,agent,message,First response.
INTERACTION-0100869,TICKET-005435,2026-07-13T07:45:00Z,customer,message,Initial report.
INTERACTION-0100870,TICKET-005435,2026-07-13T08:07:00Z,assist,suggestion_sent,First response.
INTERACTION-0100871,TICKET-005436,2026-07-27T08:18:00Z,customer,message,Initial report.
INTERACTION-0100872,TICKET-005436,2026-07-27T08:42:00Z,assist,suggestion_sent,First response.
INTERACTION-0100873,TICKET-005437,2026-07-18T14:42:00Z,customer,message,Initial report.
INTERACTION-0100874,TICKET-005437,2026-07-18T15:55:00Z,agent,message,First response.
INTERACTION-0100875,TICKET-005438,2026-07-25T10:39:00Z,customer,message,Initial report.
INTERACTION-0100876,TICKET-005438,2026-07-25T10:55:00Z,assist,suggestion_sent,First response.
INTERACTION-0100877,TICKET-005439,2026-07-05T16:01:00Z,customer,message,Initial report.
INTERACTION-0100878,TICKET-005439,2026-07-05T16:21:00Z,assist,suggestion_sent,First response.
INTERACTION-0100879,TICKET-005440,2026-07-25T13:02:00Z,customer,message,Initial report.
INTERACTION-0100880,TICKET-005440,2026-07-25T13:32:00Z,assist,suggestion_sent,First response.
INTERACTION-0100881,TICKET-005441,2026-07-09T09:05:00Z,customer,message,Initial report.
INTERACTION-0100882,TICKET-005441,2026-07-09T09:28:00Z,assist,suggestion_sent,First response.
INTERACTION-0100883,TICKET-005442,2026-07-05T15:44:00Z,customer,message,Initial report.
INTERACTION-0100884,TICKET-005442,2026-07-05T17:34:00Z,agent,message,First response.
INTERACTION-0100885,TICKET-005443,2026-07-08T10:14:00Z,customer,message,Initial report.
INTERACTION-0100886,TICKET-005443,2026-07-08T10:53:00Z,agent,message,First response.
INTERACTION-0100887,TICKET-005444,2026-07-01T11:39:00Z,customer,message,Initial report.
INTERACTION-0100888,TICKET-005444,2026-07-01T12:00:00Z,assist,suggestion_sent,First response.
INTERACTION-0100889,TICKET-005445,2026-07-07T14:36:00Z,customer,message,Initial report.
INTERACTION-0100890,TICKET-005445,2026-07-07T14:44:00Z,assist,suggestion_sent,First response.
INTERACTION-0100891,TICKET-005446,2026-07-13T18:24:00Z,customer,message,Initial report.
INTERACTION-0100892,TICKET-005446,2026-07-13T19:11:00Z,agent,message,First response.
INTERACTION-0100893,TICKET-005447,2026-07-25T12:16:00Z,customer,message,Initial report.
INTERACTION-0100894,TICKET-005447,2026-07-25T14:36:00Z,agent,message,First response.
INTERACTION-0100895,TICKET-005448,2026-07-03T17:33:00Z,customer,message,Initial report.
INTERACTION-0100896,TICKET-005448,2026-07-03T19:36:00Z,agent,message,First response.
INTERACTION-0100897,TICKET-005449,2026-07-03T13:18:00Z,customer,message,Initial report.
INTERACTION-0100898,TICKET-005449,2026-07-03T15:30:00Z,agent,message,First response.
INTERACTION-0100899,TICKET-005450,2026-07-20T08:34:00Z,customer,message,Initial report.
INTERACTION-0100900,TICKET-005450,2026-07-20T08:55:00Z,agent,message,First response.
INTERACTION-0100901,TICKET-005451,2026-07-24T18:50:00Z,customer,message,Initial report.
INTERACTION-0100902,TICKET-005451,2026-07-24T19:27:00Z,agent,message,First response.
INTERACTION-0100903,TICKET-005452,2026-07-25T12:33:00Z,customer,message,Initial report.
INTERACTION-0100904,TICKET-005452,2026-07-25T13:13:00Z,assist,suggestion_sent,First response.
INTERACTION-0100905,TICKET-005453,2026-07-22T18:11:00Z,customer,message,Initial report.
INTERACTION-0100906,TICKET-005453,2026-07-22T20:34:00Z,agent,message,First response.
INTERACTION-0100907,TICKET-005454,2026-07-12T10:40:00Z,customer,message,Initial report.
INTERACTION-0100908,TICKET-005454,2026-07-12T10:59:00Z,assist,suggestion_sent,First response.
INTERACTION-0100909,TICKET-005455,2026-07-18T14:49:00Z,customer,message,Initial report.
INTERACTION-0100910,TICKET-005455,2026-07-18T15:10:00Z,assist,suggestion_sent,First response.
INTERACTION-0100911,TICKET-005456,2026-07-24T07:26:00Z,customer,message,Initial report.
INTERACTION-0100912,TICKET-005456,2026-07-24T08:00:00Z,assist,suggestion_sent,First response.
INTERACTION-0100913,TICKET-005457,2026-07-17T09:07:00Z,customer,message,Initial report.
INTERACTION-0100914,TICKET-005457,2026-07-17T10:28:00Z,agent,message,First response.
INTERACTION-0100915,TICKET-005458,2026-07-10T18:52:00Z,customer,message,Initial report.
INTERACTION-0100916,TICKET-005458,2026-07-10T21:15:00Z,agent,message,First response.
INTERACTION-0100917,TICKET-005459,2026-07-27T10:11:00Z,customer,message,Initial report.
INTERACTION-0100918,TICKET-005459,2026-07-27T13:41:00Z,agent,message,First response.
INTERACTION-0100919,TICKET-005460,2026-07-18T13:03:00Z,customer,message,Initial report.
INTERACTION-0100920,TICKET-005460,2026-07-18T13:30:00Z,assist,suggestion_sent,First response.
INTERACTION-0100921,TICKET-005461,2026-07-21T11:18:00Z,customer,message,Initial report.
INTERACTION-0100922,TICKET-005461,2026-07-21T13:52:00Z,agent,message,First response.
INTERACTION-0100923,TICKET-005462,2026-07-17T15:30:00Z,customer,message,Initial report.
INTERACTION-0100924,TICKET-005462,2026-07-17T15:49:00Z,assist,suggestion_sent,First response.
INTERACTION-0100925,TICKET-005463,2026-07-26T07:20:00Z,customer,message,Initial report.
INTERACTION-0100926,TICKET-005463,2026-07-26T07:50:00Z,assist,suggestion_sent,First response.
INTERACTION-0100927,TICKET-005464,2026-07-01T07:59:00Z,customer,message,Initial report.
