suggestion_id,ticket_id,created_at,article_ids,confidence,route,route_reason,sent
SUGGESTION-000626,TICKET-005753,2026-07-06T11:17:00Z,ARTICLE-0142,0.71,auto_send,confidence above threshold,1
SUGGESTION-000627,TICKET-005754,2026-07-08T10:49:00Z,ARTICLE-0142,0.64,auto_send,confidence above threshold,1
SUGGESTION-000628,TICKET-005755,2026-07-12T16:54:00Z,ARTICLE-0142,0.9,auto_send,confidence above threshold,1
SUGGESTION-000629,TICKET-005756,2026-07-26T07:22:00Z,ARTICLE-0142,0.79,human_review,area is consequential,0
SUGGESTION-000630,TICKET-005757,2026-07-19T11:56:00Z,ARTICLE-0142,0.67,auto_send,confidence above threshold,1
SUGGESTION-000631,TICKET-005758,2026-07-14T13:33:00Z,ARTICLE-0142,0.83,human_review,area is consequential,0
SUGGESTION-000632,TICKET-005759,2026-07-19T09:28:00Z,ARTICLE-0142,0.65,auto_send,confidence above threshold,1
SUGGESTION-000633,TICKET-005761,2026-07-06T10:22:00Z,ARTICLE-0142,0.59,auto_send,confidence above threshold,1
SUGGESTION-000634,TICKET-005762,2026-07-23T07:02:00Z,ARTICLE-0142,0.95,auto_send,confidence above threshold,1
SUGGESTION-000635,TICKET-005763,2026-07-15T10:25:00Z,ARTICLE-0142,0.57,human_review,area is consequential,0
SUGGESTION-000636,TICKET-005764,2026-07-12T15:51:00Z,ARTICLE-0142,0.65,auto_send,confidence above threshold,1
SUGGESTION-000637,TICKET-005765,2026-07-17T15:07:00Z,ARTICLE-0142,0.79,auto_send,confidence above threshold,1
SUGGESTION-000638,TICKET-005766,2026-07-24T12:02:00Z,ARTICLE-0142,0.57,human_review,area is consequential,0
SUGGESTION-000639,TICKET-005769,2026-07-16T12:52:00Z,ARTICLE-0142,0.66,human_review,area is consequential,0
SUGGESTION-000640,TICKET-005770,2026-07-26T07:43:00Z,ARTICLE-0142,0.62,human_review,area is consequential,0
SUGGESTION-000641,TICKET-005771,2026-07-24T13:59:00Z,ARTICLE-0142,0.82,human_review,area is consequential,0
SUGGESTION-000642,TICKET-005772,2026-07-23T13:26:00Z,ARTICLE-0142,0.64,human_review,area is consequential,0
SUGGESTION-000643,TICKET-005773,2026-07-26T11:22:00Z,ARTICLE-0142,0.71,auto_send,confidence above threshold,1
SUGGESTION-000644,TICKET-005774,2026-07-06T12:30:00Z,ARTICLE-0142,0.86,auto_send,confidence above threshold,1
SUGGESTION-000645,TICKET-005775,2026-07-14T18:22:00Z,ARTICLE-0142,0.72,auto_send,confidence above threshold,1
SUGGESTION-000646,TICKET-005776,2026-07-19T16:13:00Z,ARTICLE-0142,0.66,human_review,area is consequential,0
SUGGESTION-000647,TICKET-005777,2026-07-18T15:16:00Z,ARTICLE-0142,0.56,human_review,area is consequential,0
SUGGESTION-000648,TICKET-005779,2026-07-16T07:20:00Z,ARTICLE-0142,0.72,auto_send,confidence above threshold,1
SUGGESTION-000649,TICKET-005781,2026-07-21T13:05:00Z,ARTICLE-0142,0.57,human_review,area is consequential,0
SUGGESTION-000650,TICKET-005782,2026-07-04T08:24:00Z,ARTICLE-0142,0.61,human_review,area is consequential,0
SUGGESTION-000651,TICKET-005783,2026-07-07T11:28:00Z,ARTICLE-0142,0.56,auto_send,confidence above threshold,1
SUGGESTION-000652,TICKET-005786,2026-07-05T16:10:00Z,ARTICLE-0142,0.75,auto_send,confidence above threshold,1
SUGGESTION-000653,TICKET-005787,2026-07-23T16:48:00Z,ARTICLE-0142,0.89,human_review,area is consequential,0
SUGGESTION-000654,TICKET-005788,2026-07-12T18:25:00Z,ARTICLE-0142,0.89,human_review,area is consequential,0
SUGGESTION-000655,TICKET-005789,2026-07-01T09:21:00Z,ARTICLE-0142,0.88,human_review,area is consequential,0
SUGGESTION-000656,TICKET-005790,2026-07-27T14:10:00Z,ARTICLE-0142,0.87,auto_send,confidence above threshold,1
SUGGESTION-000657,TICKET-005791,2026-07-09T10:17:00Z,ARTICLE-0142,0.66,auto_send,confidence above threshold,1
SUGGESTION-000658,TICKET-005792,2026-07-12T12:06:00Z,ARTICLE-0142,0.71,human_review,area is consequential,0
SUGGESTION-000659,TICKET-005793,2026-07-13T18:21:00Z,ARTICLE-0142,0.92,human_review,area is consequential,0
SUGGESTION-000660,TICKET-005817,2026-08-17T13:38:00Z,ARTICLE-0142,0.62,auto_send,confidence above threshold,1
SUGGESTION-000661,TICKET-005819,2026-08-13T18:44:00Z,ARTICLE-0142,0.83,human_review,area is consequential,0
SUGGESTION-000662,TICKET-005820,2026-08-21T11:19:00Z,ARTICLE-0142,0.76,human_review,area is consequential,0
SUGGESTION-000663,TICKET-005821,2026-08-14T11:22:00Z,ARTICLE-0142,0.94,auto_send,confidence above threshold,1
SUGGESTION-000664,TICKET-005823,2026-08-07T16:57:00Z,ARTICLE-0142,0.8,human_review,area is consequential,0
SUGGESTION-000665,TICKET-005824,2026-08-26T16:15:00Z,ARTICLE-0142,0.95,auto_send,confidence above threshold,1
SUGGESTION-000666,TICKET-005825,2026-08-11T17:47:00Z,ARTICLE-0142,0.85,human_review,area is consequential,0
SUGGESTION-000667,TICKET-005826,2026-08-02T15:53:00Z,ARTICLE-0142,0.8,human_review,area is consequential,0
SUGGESTION-000668,TICKET-005827,2026-08-13T11:32:00Z,ARTICLE-0142,0.59,auto_send,confidence above threshold,1
SUGGESTION-000669,TICKET-005828,2026-08-11T08:23:00Z,ARTICLE-0142,0.92,auto_send,confidence above threshold,1
SUGGESTION-000670,TICKET-005829,2026-08-18T09:08:00Z,ARTICLE-0142,0.67,auto_send,confidence above threshold,1
SUGGESTION-000671,TICKET-005830,2026-08-07T16:40:00Z,ARTICLE-0142,0.65,auto_send,confidence above threshold,1
SUGGESTION-000672,TICKET-005831,2026-08-19T14:13:00Z,ARTICLE-0142,0.58,human_review,area is consequential,0
SUGGESTION-000673,TICKET-005832,2026-08-23T07:44:00Z,ARTICLE-0142,0.77,human_review,area is consequential,0
SUGGESTION-000674,TICKET-005833,2026-08-17T17:45:00Z,ARTICLE-0142,0.83,human_review,area is consequential,0
SUGGESTION-000675,TICKET-005834,2026-08-14T13:02:00Z,ARTICLE-0142,0.95,human_review,area is consequential,0
SUGGESTION-000676,TICKET-005835,2026-08-03T08:55:00Z,ARTICLE-0142,0.75,human_review,area is consequential,0
SUGGESTION-000677,TICKET-005836,2026-08-08T15:36:00Z,ARTICLE-0142,0.81,auto_send,confidence above threshold,1
SUGGESTION-000678,TICKET-005837,2026-08-27T18:39:00Z,ARTICLE-0142,0.71,human_review,area is consequential,0
SUGGESTION-000679,TICKET-005838,2026-08-03T14:02:00Z,ARTICLE-0142,0.6,auto_send,confidence above threshold,1
SUGGESTION-000680,TICKET-005841,2026-08-22T16:56:00Z,ARTICLE-0142,0.59,auto_send,confidence above threshold,1
SUGGESTION-000681,TICKET-005845,2026-08-26T12:43:00Z,ARTICLE-0142,0.67,human_review,area is consequential,0
SUGGESTION-000682,TICKET-005846,2026-08-07T13:15:00Z,ARTICLE-0142,0.79,auto_send,confidence above threshold,1
SUGGESTION-000683,TICKET-005847,2026-08-04T16:20:00Z,ARTICLE-0142,0.58,auto_send,confidence above threshold,1
SUGGESTION-000684,TICKET-005848,2026-08-20T12:27:00Z,ARTICLE-0142,0.73,auto_send,confidence above threshold,1
SUGGESTION-000685,TICKET-005849,2026-08-12T16:02:00Z,ARTICLE-0142,0.57,auto_send,confidence above threshold,1
SUGGESTION-000686,TICKET-005850,2026-08-22T14:37:00Z,ARTICLE-0142,0.88,auto_send,confidence above threshold,1
SUGGESTION-000687,TICKET-005851,2026-08-21T16:26:00Z,ARTICLE-0142,0.87,human_review,area is consequential,0
SUGGESTION-000688,TICKET-005852,2026-08-02T08:07:00Z,ARTICLE-0142,0.6,auto_send,confidence above threshold,1
SUGGESTION-000689,TICKET-005853,2026-08-16T15:48:00Z,ARTICLE-0142,0.67,human_review,area is consequential,0
SUGGESTION-000690,TICKET-005854,2026-08-14T07:27:00Z,ARTICLE-0142,0.88,auto_send,confidence above threshold,1
SUGGESTION-000691,TICKET-005855,2026-08-19T08:19:00Z,ARTICLE-0142,0.68,auto_send,confidence above threshold,1
SUGGESTION-000692,TICKET-005856,2026-08-27T17:50:00Z,ARTICLE-0142,0.58,auto_send,confidence above threshold,1
SUGGESTION-000693,TICKET-005857,2026-08-19T13:01:00Z,ARTICLE-0142,0.9,auto_send,confidence above threshold,1
SUGGESTION-000694,TICKET-005858,2026-08-22T09:50:00Z,ARTICLE-0142,0.69,auto_send,confidence above threshold,1
SUGGESTION-000695,TICKET-005861,2026-08-03T14:56:00Z,ARTICLE-0142,0.7,human_review,area is consequential,0
SUGGESTION-000696,TICKET-005862,2026-08-08T15:44:00Z,ARTICLE-0142,0.65,auto_send,confidence above threshold,1
SUGGESTION-000697,TICKET-005863,2026-08-27T15:11:00Z,ARTICLE-0142,0.82,human_review,area is consequential,0
SUGGESTION-000698,TICKET-005864,2026-08-22T12:15:00Z,ARTICLE-0142,0.66,human_review,area is consequential,0
SUGGESTION-000699,TICKET-005865,2026-08-20T11:50:00Z,ARTICLE-0142,0.9,auto_send,confidence above threshold,1
SUGGESTION-000700,TICKET-005867,2026-08-27T13:04:00Z,ARTICLE-0142,0.87,auto_send,confidence above threshold,1
SUGGESTION-000701,TICKET-005868,2026-08-15T11:23:00Z,ARTICLE-0142,0.78,auto_send,confidence above threshold,1
SUGGESTION-000702,TICKET-005869,2026-08-12T11:50:00Z,ARTICLE-0142,0.87,auto_send,confidence above threshold,1
SUGGESTION-000703,TICKET-005870,2026-08-11T13:10:00Z,ARTICLE-0142,0.74,human_review,area is consequential,0
SUGGESTION-000704,TICKET-005871,2026-08-22T07:03:00Z,ARTICLE-0142,0.76,auto_send,confidence above threshold,1
SUGGESTION-000705,TICKET-005872,2026-08-17T16:33:00Z,ARTICLE-0142,0.58,human_review,area is consequential,0
SUGGESTION-000706,TICKET-005874,2026-08-27T12:01:00Z,ARTICLE-0142,0.82,auto_send,confidence above threshold,1
SUGGESTION-000707,TICKET-005876,2026-08-17T13:40:00Z,ARTICLE-0142,0.63,auto_send,confidence above threshold,1
SUGGESTION-000708,TICKET-005877,2026-08-07T13:14:00Z,ARTICLE-0142,0.83,human_review,area is consequential,0
SUGGESTION-000709,TICKET-005878,2026-08-24T18:42:00Z,ARTICLE-0142,0.83,auto_send,confidence above threshold,1
SUGGESTION-000710,TICKET-005879,2026-08-16T12:05:00Z,ARTICLE-0142,0.71,auto_send,confidence above threshold,1
SUGGESTION-000711,TICKET-005880,2026-08-16T14:15:00Z,ARTICLE-0142,0.64,auto_send,confidence above threshold,1
SUGGESTION-000712,TICKET-005881,2026-08-07T12:10:00Z,ARTICLE-0142,0.58,human_review,area is consequential,0
SUGGESTION-000713,TICKET-005882,2026-08-21T10:01:00Z,ARTICLE-0142,0.83,human_review,area is consequential,0
SUGGESTION-000714,TICKET-005884,2026-08-17T12:14:00Z,ARTICLE-0142,0.63,auto_send,confidence above threshold,1
SUGGESTION-000715,TICKET-005885,2026-08-19T09:52:00Z,ARTICLE-0142,0.69,auto_send,confidence above threshold,1
SUGGESTION-000716,TICKET-005886,2026-08-02T10:12:00Z,ARTICLE-0142,0.86,human_review,area is consequential,0
SUGGESTION-000717,TICKET-005887,2026-08-21T14:41:00Z,ARTICLE-0142,0.55,human_review,area is consequential,0
SUGGESTION-000718,TICKET-005889,2026-08-22T08:29:00Z,ARTICLE-0142,0.79,human_review,area is consequential,0
SUGGESTION-000719,TICKET-005891,2026-08-22T14:05:00Z,ARTICLE-0142,0.8,human_review,area is consequential,0
SUGGESTION-000720,TICKET-005893,2026-08-08T13:38:00Z,ARTICLE-0142,0.71,auto_send,confidence above threshold,1
SUGGESTION-000721,TICKET-005895,2026-08-18T16:12:00Z,ARTICLE-0142,0.96,human_review,area is consequential,0
SUGGESTION-000722,TICKET-005896,2026-08-21T08:19:00Z,ARTICLE-0142,0.9,auto_send,confidence above threshold,1
SUGGESTION-000723,TICKET-005897,2026-08-09T14:36:00Z,ARTICLE-0142,0.78,human_review,area is consequential,0
SUGGESTION-000724,TICKET-005900,2026-08-15T18:47:00Z,ARTICLE-0142,0.86,auto_send,confidence above threshold,1
SUGGESTION-000725,TICKET-005901,2026-08-07T12:38:00Z,ARTICLE-0142,0.58,human_review,area is consequential,0
SUGGESTION-000726,TICKET-005902,2026-08-08T09:35:00Z,ARTICLE-0142,0.59,human_review,area is consequential,0
SUGGESTION-000727,TICKET-005904,2026-08-05T11:41:00Z,ARTICLE-0142,0.58,human_review,area is consequential,0
SUGGESTION-000728,TICKET-005905,2026-08-12T12:15:00Z,ARTICLE-0142,0.76,human_review,area is consequential,0
SUGGESTION-000729,TICKET-005906,2026-08-19T11:54:00Z,ARTICLE-0142,0.68,auto_send,confidence above threshold,1
SUGGESTION-000730,TICKET-005907,2026-08-12T16:18:00Z,ARTICLE-0142,0.61,auto_send,confidence above threshold,1
SUGGESTION-000731,TICKET-005908,2026-08-23T07:49:00Z,ARTICLE-0142,0.93,human_review,area is consequential,0
SUGGESTION-000732,TICKET-005909,2026-08-15T12:11:00Z,ARTICLE-0142,0.75,auto_send,confidence above threshold,1
SUGGESTION-000733,TICKET-005910,2026-08-16T13:24:00Z,ARTICLE-0142,0.81,auto_send,confidence above threshold,1
SUGGESTION-000734,TICKET-005911,2026-08-02T12:33:00Z,ARTICLE-0142,0.77,auto_send,confidence above threshold,1
SUGGESTION-000735,TICKET-005912,2026-08-13T14:34:00Z,ARTICLE-0142,0.56,human_review,area is consequential,0
SUGGESTION-000736,TICKET-005913,2026-08-26T18:50:00Z,ARTICLE-0142,0.9,auto_send,confidence above threshold,1
SUGGESTION-000737,TICKET-005915,2026-08-24T13:00:00Z,ARTICLE-0142,0.93,human_review,area is consequential,0
SUGGESTION-000738,TICKET-005917,2026-08-05T17:30:00Z,ARTICLE-0142,0.81,human_review,area is consequential,0
SUGGESTION-000739,TICKET-005918,2026-08-05T07:03:00Z,ARTICLE-0142,0.96,auto_send,confidence above threshold,1
SUGGESTION-000740,TICKET-005919,2026-08-21T18:18:00Z,ARTICLE-0142,0.62,human_review,area is consequential,0
SUGGESTION-000741,TICKET-005920,2026-08-04T13:35:00Z,ARTICLE-0142,0.69,auto_send,confidence above threshold,1
SUGGESTION-000742,TICKET-005921,2026-08-16T10:40:00Z,ARTICLE-0142,0.72,auto_send,confidence above threshold,1
SUGGESTION-000743,TICKET-005924,2026-08-18T14:31:00Z,ARTICLE-0142,0.69,auto_send,confidence above threshold,1
SUGGESTION-000744,TICKET-005925,2026-08-03T14:47:00Z,ARTICLE-0142,0.69,human_review,area is consequential,0
SUGGESTION-000745,TICKET-005926,2026-08-03T10:30:00Z,ARTICLE-0142,0.8,human_review,area is consequential,0
SUGGESTION-000746,TICKET-005927,2026-08-11T09:30:00Z,ARTICLE-0142,0.95,auto_send,confidence above threshold,1
SUGGESTION-000747,TICKET-005928,2026-08-14T08:38:00Z,ARTICLE-0142,0.79,auto_send,confidence above threshold,1
SUGGESTION-000748,TICKET-005929,2026-08-24T12:41:00Z,ARTICLE-0142,0.84,human_review,area is consequential,0
SUGGESTION-000749,TICKET-005931,2026-08-04T08:06:00Z,ARTICLE-0142,0.81,human_review,area is consequential,0
SUGGESTION-000750,TICKET-005932,2026-08-03T15:45:00Z,ARTICLE-0142,0.65,auto_send,confidence above threshold,1
SUGGESTION-000751,TICKET-005933,2026-08-09T17:27:00Z,ARTICLE-0142,0.88,auto_send,confidence above threshold,1
SUGGESTION-000752,TICKET-005934,2026-08-03T14:38:00Z,ARTICLE-0142,0.61,human_review,area is consequential,0
SUGGESTION-000753,TICKET-005935,2026-08-01T16:54:00Z,ARTICLE-0142,0.67,auto_send,confidence above threshold,1
SUGGESTION-000754,TICKET-005936,2026-08-21T14:40:00Z,ARTICLE-0142,0.75,auto_send,confidence above threshold,1
SUGGESTION-000755,TICKET-005937,2026-08-24T11:02:00Z,ARTICLE-0142,0.56,human_review,area is consequential,0
SUGGESTION-000756,TICKET-005938,2026-08-11T09:12:00Z,ARTICLE-0142,0.69,human_review,area is consequential,0
SUGGESTION-000757,TICKET-005939,2026-08-23T08:05:00Z,ARTICLE-0142,0.86,auto_send,confidence above threshold,1
SUGGESTION-000758,TICKET-005940,2026-08-05T11:49:00Z,ARTICLE-0142,0.59,auto_send,confidence above threshold,1
SUGGESTION-000759,TICKET-005941,2026-08-09T11:20:00Z,ARTICLE-0142,0.88,auto_send,confidence above threshold,1
SUGGESTION-000760,TICKET-005945,2026-08-12T12:22:00Z,ARTICLE-0142,0.9,human_review,area is consequential,0
SUGGESTION-000761,TICKET-005947,2026-08-18T09:04:00Z,ARTICLE-0142,0.63,auto_send,confidence above threshold,1
SUGGESTION-000762,TICKET-005948,2026-08-11T11:27:00Z,ARTICLE-0142,0.93,auto_send,confidence above threshold,1
SUGGESTION-000763,TICKET-005952,2026-08-24T08:31:00Z,ARTICLE-0142,0.78,human_review,area is consequential,0
SUGGESTION-000764,TICKET-005953,2026-08-25T11:54:00Z,ARTICLE-0142,0.72,auto_send,confidence above threshold,1
SUGGESTION-000765,TICKET-005954,2026-08-15T08:30:00Z,ARTICLE-0142,0.87,auto_send,confidence above threshold,1
SUGGESTION-000766,TICKET-005955,2026-08-25T07:20:00Z,ARTICLE-0142,0.94,auto_send,confidence above threshold,1
SUGGESTION-000767,TICKET-005956,2026-08-20T14:57:00Z,ARTICLE-0142,0.61,auto_send,confidence above threshold,1
SUGGESTION-000768,TICKET-005957,2026-08-09T13:45:00Z,ARTICLE-0142,0.85,human_review,area is consequential,0
SUGGESTION-000769,TICKET-005958,2026-08-07T10:03:00Z,ARTICLE-0142,0.68,auto_send,confidence above threshold,1
SUGGESTION-000770,TICKET-005960,2026-08-24T10:47:00Z,ARTICLE-0142,0.79,human_review,area is consequential,0
SUGGESTION-000771,TICKET-005962,2026-08-26T08:50:00Z,ARTICLE-0142,0.69,auto_send,confidence above threshold,1
SUGGESTION-000772,TICKET-005963,2026-08-27T10:43:00Z,ARTICLE-0142,0.78,human_review,area is consequential,0
SUGGESTION-000773,TICKET-005964,2026-08-14T10:09:00Z,ARTICLE-0142,0.93,human_review,area is consequential,0
SUGGESTION-000774,TICKET-005965,2026-08-03T13:17:00Z,ARTICLE-0142,0.58,auto_send,confidence above threshold,1
SUGGESTION-000775,TICKET-005966,2026-08-01T17:31:00Z,ARTICLE-0142,0.92,auto_send,confidence above threshold,1
SUGGESTION-000776,TICKET-005967,2026-08-18T07:12:00Z,ARTICLE-0142,0.97,human_review,area is consequential,0
SUGGESTION-000777,TICKET-005968,2026-08-02T17:50:00Z,ARTICLE-0142,0.67,human_review,area is consequential,0
SUGGESTION-000778,TICKET-005969,2026-08-18T09:40:00Z,ARTICLE-0142,0.59,auto_send,confidence above threshold,1
SUGGESTION-000779,TICKET-005970,2026-08-24T16:43:00Z,ARTICLE-0142,0.61,human_review,area is consequential,0
SUGGESTION-000780,TICKET-005971,2026-08-10T13:06:00Z,ARTICLE-0142,0.89,auto_send,confidence above threshold,1
SUGGESTION-000781,TICKET-005977,2026-08-20T11:52:00Z,ARTICLE-0142,0.61,auto_send,confidence above threshold,1
SUGGESTION-000782,TICKET-005979,2026-08-01T12:41:00Z,ARTICLE-0142,0.84,auto_send,confidence above threshold,1
SUGGESTION-000783,TICKET-005981,2026-08-17T13:20:00Z,ARTICLE-0142,0.91,human_review,area is consequential,0
SUGGESTION-000784,TICKET-005983,2026-08-05T16:46:00Z,ARTICLE-0142,0.66,human_review,area is consequential,0
SUGGESTION-000785,TICKET-005985,2026-08-18T16:21:00Z,ARTICLE-0142,0.92,auto_send,confidence above threshold,1
SUGGESTION-000786,TICKET-005987,2026-08-02T16:42:00Z,ARTICLE-0142,0.85,auto_send,confidence above threshold,1
SUGGESTION-000787,TICKET-005988,2026-08-07T15:14:00Z,ARTICLE-0142,0.87,human_review,area is consequential,0
SUGGESTION-000788,TICKET-005989,2026-08-12T16:36:00Z,ARTICLE-0142,0.73,auto_send,confidence above threshold,1
SUGGESTION-000789,TICKET-005991,2026-08-16T09:28:00Z,ARTICLE-0142,0.91,auto_send,confidence above threshold,1
SUGGESTION-000790,TICKET-005993,2026-08-17T07:43:00Z,ARTICLE-0142,0.56,auto_send,confidence above threshold,1
SUGGESTION-000791,TICKET-005994,2026-08-18T08:15:00Z,ARTICLE-0142,0.66,human_review,area is consequential,0
SUGGESTION-000792,TICKET-005995,2026-08-17T13:16:00Z,ARTICLE-0142,0.86,human_review,area is consequential,0
SUGGESTION-000793,TICKET-005997,2026-08-11T12:39:00Z,ARTICLE-0142,0.81,human_review,area is consequential,0
SUGGESTION-000794,TICKET-005998,2026-08-17T13:10:00Z,ARTICLE-0142,0.66,auto_send,confidence above threshold,1
SUGGESTION-000795,TICKET-005999,2026-08-20T13:46:00Z,ARTICLE-0142,0.8,human_review,area is consequential,0
SUGGESTION-000796,TICKET-006001,2026-08-06T14:42:00Z,ARTICLE-0142,0.88,auto_send,confidence above threshold,1
SUGGESTION-000797,TICKET-006003,2026-08-22T14:36:00Z,ARTICLE-0142,0.85,auto_send,confidence above threshold,1
SUGGESTION-000798,TICKET-006004,2026-08-08T15:56:00Z,ARTICLE-0142,0.78,human_review,area is consequential,0
SUGGESTION-000799,TICKET-006005,2026-08-22T15:08:00Z,ARTICLE-0142,0.74,human_review,area is consequential,0
SUGGESTION-000800,TICKET-006006,2026-08-14T10:32:00Z,ARTICLE-0142,0.87,human_review,area is consequential,0
SUGGESTION-000801,TICKET-006009,2026-08-17T14:24:00Z,ARTICLE-0142,0.73,auto_send,confidence above threshold,1
SUGGESTION-000802,TICKET-006010,2026-08-04T12:04:00Z,ARTICLE-0142,0.92,auto_send,confidence above threshold,1
SUGGESTION-000803,TICKET-006011,2026-08-02T10:54:00Z,ARTICLE-0142,0.59,auto_send,confidence above threshold,1
SUGGESTION-000804,TICKET-006013,2026-08-11T18:43:00Z,ARTICLE-0142,0.82,human_review,area is consequential,0
SUGGESTION-000805,TICKET-006015,2026-08-09T13:34:00Z,ARTICLE-0142,0.93,human_review,area is consequential,0
SUGGESTION-000806,TICKET-006017,2026-08-11T15:55:00Z,ARTICLE-0142,0.92,auto_send,confidence above threshold,1
SUGGESTION-000807,TICKET-006018,2026-08-10T07:03:00Z,ARTICLE-0142,0.66,auto_send,confidence above threshold,1
SUGGESTION-000808,TICKET-006020,2026-08-27T10:40:00Z,ARTICLE-0142,0.76,human_review,area is consequential,0
SUGGESTION-000809,TICKET-006021,2026-08-04T10:07:00Z,ARTICLE-0142,0.58,human_review,area is consequential,0
SUGGESTION-000810,TICKET-006024,2026-08-27T18:01:00Z,ARTICLE-0142,0.78,auto_send,confidence above threshold,1
SUGGESTION-000811,TICKET-006026,2026-08-12T07:19:00Z,ARTICLE-0142,0.94,human_review,area is consequential,0
SUGGESTION-000812,TICKET-006027,2026-08-25T17:23:00Z,ARTICLE-0142,0.71,human_review,area is consequential,0
SUGGESTION-000813,TICKET-006028,2026-08-22T15:31:00Z,ARTICLE-0142,0.61,auto_send,confidence above threshold,1
SUGGESTION-000814,TICKET-006030,2026-08-13T07:51:00Z,ARTICLE-0142,0.74,auto_send,confidence above threshold,1
SUGGESTION-000815,TICKET-006032,2026-08-13T09:49:00Z,ARTICLE-0142,0.63,auto_send,confidence above threshold,1
SUGGESTION-000816,TICKET-006034,2026-08-10T07:02:00Z,ARTICLE-0142,0.87,auto_send,confidence above threshold,1
SUGGESTION-000817,TICKET-006035,2026-08-08T14:00:00Z,ARTICLE-0142,0.8,human_review,area is consequential,0
SUGGESTION-000818,TICKET-006036,2026-08-07T13:24:00Z,ARTICLE-0142,0.88,human_review,area is consequential,0
SUGGESTION-000819,TICKET-006038,2026-08-17T17:03:00Z,ARTICLE-0142,0.72,human_review,area is consequential,0
SUGGESTION-000820,TICKET-006039,2026-08-10T17:08:00Z,ARTICLE-0142,0.58,human_review,area is consequential,0
SUGGESTION-000821,TICKET-006040,2026-08-14T13:46:00Z,ARTICLE-0142,0.61,auto_send,confidence above threshold,1
SUGGESTION-000822,TICKET-006041,2026-08-17T13:24:00Z,ARTICLE-0142,0.83,human_review,area is consequential,0
SUGGESTION-000823,TICKET-006042,2026-08-06T07:18:00Z,ARTICLE-0142,0.89,human_review,area is consequential,0
SUGGESTION-000824,TICKET-006043,2026-08-05T13:34:00Z,ARTICLE-0142,0.79,human_review,area is consequential,0
SUGGESTION-000825,TICKET-006044,2026-08-02T11:22:00Z,ARTICLE-0142,0.86,auto_send,confidence above threshold,1
SUGGESTION-000826,TICKET-006046,2026-08-22T11:17:00Z,ARTICLE-0142,0.55,human_review,area is consequential,0
SUGGESTION-000827,TICKET-006055,2026-08-09T12:19:00Z,ARTICLE-0142,0.94,auto_send,confidence above threshold,1
SUGGESTION-000828,TICKET-006056,2026-08-26T08:37:00Z,ARTICLE-0142,0.87,auto_send,confidence above threshold,1
SUGGESTION-000829,TICKET-006058,2026-08-06T07:52:00Z,ARTICLE-0142,0.86,auto_send,confidence above threshold,1
SUGGESTION-000830,TICKET-006060,2026-08-16T12:41:00Z,ARTICLE-0142,0.58,auto_send,confidence above threshold,1
SUGGESTION-000831,TICKET-006062,2026-08-12T09:28:00Z,ARTICLE-0142,0.71,auto_send,confidence above threshold,1
SUGGESTION-000832,TICKET-006063,2026-08-24T17:54:00Z,ARTICLE-0142,0.94,human_review,area is consequential,0
SUGGESTION-000833,TICKET-006064,2026-08-08T11:34:00Z,ARTICLE-0142,0.91,auto_send,confidence above threshold,1
SUGGESTION-000834,TICKET-006066,2026-08-01T10:38:00Z,ARTICLE-0142,0.82,auto_send,confidence above threshold,1
SUGGESTION-000835,TICKET-006068,2026-08-20T14:56:00Z,ARTICLE-0142,0.59,human_review,area is consequential,0
SUGGESTION-000836,TICKET-006069,2026-08-25T12:41:00Z,ARTICLE-0142,0.6,human_review,area is consequential,0
SUGGESTION-000837,TICKET-006070,2026-08-14T08:42:00Z,ARTICLE-0142,0.91,human_review,area is consequential,0
SUGGESTION-000838,TICKET-006072,2026-08-25T11:22:00Z,ARTICLE-0142,0.57,human_review,area is consequential,0
SUGGESTION-000839,TICKET-006076,2026-08-15T09:10:00Z,ARTICLE-0142,0.68,human_review,area is consequential,0
SUGGESTION-000840,TICKET-006077,2026-08-09T18:22:00Z,ARTICLE-0142,0.84,auto_send,confidence above threshold,1
SUGGESTION-000841,TICKET-006081,2026-08-17T07:53:00Z,ARTICLE-0142,0.62,human_review,area is consequential,0
SUGGESTION-000842,TICKET-006087,2026-08-16T07:29:00Z,ARTICLE-0142,0.73,human_review,area is consequential,0
SUGGESTION-000843,TICKET-006088,2026-08-01T16:13:00Z,ARTICLE-0142,0.69,human_review,area is consequential,0
SUGGESTION-000844,TICKET-006089,2026-08-06T07:35:00Z,ARTICLE-0142,0.92,auto_send,confidence above threshold,1
SUGGESTION-000845,TICKET-006090,2026-08-19T12:04:00Z,ARTICLE-0142,0.6,human_review,area is consequential,0
SUGGESTION-000846,TICKET-006091,2026-08-20T08:07:00Z,ARTICLE-0142,0.67,human_review,area is consequential,0
SUGGESTION-000847,TICKET-006092,2026-08-14T14:33:00Z,ARTICLE-0142,0.55,auto_send,confidence above threshold,1
SUGGESTION-000848,TICKET-006093,2026-08-07T17:50:00Z,ARTICLE-0142,0.55,auto_send,confidence above threshold,1
SUGGESTION-000849,TICKET-006095,2026-08-12T16:25:00Z,ARTICLE-0142,0.82,auto_send,confidence above threshold,1
SUGGESTION-000850,TICKET-006096,2026-08-20T08:30:00Z,ARTICLE-0142,0.87,human_review,area is consequential,0
SUGGESTION-000851,TICKET-006097,2026-08-22T10:17:00Z,ARTICLE-0142,0.76,human_review,area is consequential,0
