proposal_id,ticket_id,created_at,article_ids,confidence,route,route_reason,sent
PRP-000665,TCK-005824,2026-08-26T16:15:00Z,KB-0142,0.95,auto_send,confidence above threshold,1
PRP-000666,TCK-005825,2026-08-11T17:47:00Z,KB-0142,0.85,human_review,area is consequential,0
PRP-000667,TCK-005826,2026-08-02T15:53:00Z,KB-0142,0.8,human_review,area is consequential,0
PRP-000668,TCK-005827,2026-08-13T11:32:00Z,KB-0142,0.59,auto_send,confidence above threshold,1
PRP-000669,TCK-005828,2026-08-11T08:23:00Z,KB-0142,0.92,auto_send,confidence above threshold,1
PRP-000670,TCK-005829,2026-08-18T09:08:00Z,KB-0142,0.67,auto_send,confidence above threshold,1
PRP-000671,TCK-005830,2026-08-07T16:40:00Z,KB-0142,0.65,auto_send,confidence above threshold,1
PRP-000672,TCK-005831,2026-08-19T14:13:00Z,KB-0142,0.58,human_review,area is consequential,0
PRP-000673,TCK-005832,2026-08-23T07:44:00Z,KB-0142,0.77,human_review,area is consequential,0
PRP-000674,TCK-005833,2026-08-17T17:45:00Z,KB-0142,0.83,human_review,area is consequential,0
PRP-000675,TCK-005834,2026-08-14T13:02:00Z,KB-0142,0.95,human_review,area is consequential,0
PRP-000676,TCK-005835,2026-08-03T08:55:00Z,KB-0142,0.75,human_review,area is consequential,0
PRP-000677,TCK-005836,2026-08-08T15:36:00Z,KB-0142,0.81,auto_send,confidence above threshold,1
PRP-000678,TCK-005837,2026-08-27T18:39:00Z,KB-0142,0.71,human_review,area is consequential,0
PRP-000679,TCK-005838,2026-08-03T14:02:00Z,KB-0142,0.6,auto_send,confidence above threshold,1
PRP-000680,TCK-005841,2026-08-22T16:56:00Z,KB-0142,0.59,auto_send,confidence above threshold,1
PRP-000681,TCK-005845,2026-08-26T12:43:00Z,KB-0142,0.67,human_review,area is consequential,0
PRP-000682,TCK-005846,2026-08-07T13:15:00Z,KB-0142,0.79,auto_send,confidence above threshold,1
PRP-000683,TCK-005847,2026-08-04T16:20:00Z,KB-0142,0.58,auto_send,confidence above threshold,1
PRP-000684,TCK-005848,2026-08-20T12:27:00Z,KB-0142,0.73,auto_send,confidence above threshold,1
PRP-000685,TCK-005849,2026-08-12T16:02:00Z,KB-0142,0.57,auto_send,confidence above threshold,1
PRP-000686,TCK-005850,2026-08-22T14:37:00Z,KB-0142,0.88,auto_send,confidence above threshold,1
PRP-000687,TCK-005851,2026-08-21T16:26:00Z,KB-0142,0.87,human_review,area is consequential,0
PRP-000688,TCK-005852,2026-08-02T08:07:00Z,KB-0142,0.6,auto_send,confidence above threshold,1
PRP-000689,TCK-005853,2026-08-16T15:48:00Z,KB-0142,0.67,human_review,area is consequential,0
PRP-000690,TCK-005854,2026-08-14T07:27:00Z,KB-0142,0.88,auto_send,confidence above threshold,1
PRP-000691,TCK-005855,2026-08-19T08:19:00Z,KB-0142,0.68,auto_send,confidence above threshold,1
PRP-000692,TCK-005856,2026-08-27T17:50:00Z,KB-0142,0.58,auto_send,confidence above threshold,1
PRP-000693,TCK-005857,2026-08-19T13:01:00Z,KB-0142,0.9,auto_send,confidence above threshold,1
PRP-000694,TCK-005858,2026-08-22T09:50:00Z,KB-0142,0.69,auto_send,confidence above threshold,1
PRP-000695,TCK-005861,2026-08-03T14:56:00Z,KB-0142,0.7,human_review,area is consequential,0
PRP-000696,TCK-005862,2026-08-08T15:44:00Z,KB-0142,0.65,auto_send,confidence above threshold,1
PRP-000697,TCK-005863,2026-08-27T15:11:00Z,KB-0142,0.82,human_review,area is consequential,0
PRP-000698,TCK-005864,2026-08-22T12:15:00Z,KB-0142,0.66,human_review,area is consequential,0
PRP-000699,TCK-005865,2026-08-20T11:50:00Z,KB-0142,0.9,auto_send,confidence above threshold,1
PRP-000700,TCK-005867,2026-08-27T13:04:00Z,KB-0142,0.87,auto_send,confidence above threshold,1
PRP-000701,TCK-005868,2026-08-15T11:23:00Z,KB-0142,0.78,auto_send,confidence above threshold,1
PRP-000702,TCK-005869,2026-08-12T11:50:00Z,KB-0142,0.87,auto_send,confidence above threshold,1
PRP-000703,TCK-005870,2026-08-11T13:10:00Z,KB-0142,0.74,human_review,area is consequential,0
PRP-000704,TCK-005871,2026-08-22T07:03:00Z,KB-0142,0.76,auto_send,confidence above threshold,1
PRP-000705,TCK-005872,2026-08-17T16:33:00Z,KB-0142,0.58,human_review,area is consequential,0
PRP-000706,TCK-005874,2026-08-27T12:01:00Z,KB-0142,0.82,auto_send,confidence above threshold,1
PRP-000707,TCK-005876,2026-08-17T13:40:00Z,KB-0142,0.63,auto_send,confidence above threshold,1
PRP-000708,TCK-005877,2026-08-07T13:14:00Z,KB-0142,0.83,human_review,area is consequential,0
PRP-000709,TCK-005878,2026-08-24T18:42:00Z,KB-0142,0.83,auto_send,confidence above threshold,1
PRP-000710,TCK-005879,2026-08-16T12:05:00Z,KB-0142,0.71,auto_send,confidence above threshold,1
PRP-000711,TCK-005880,2026-08-16T14:15:00Z,KB-0142,0.64,auto_send,confidence above threshold,1
PRP-000712,TCK-005881,2026-08-07T12:10:00Z,KB-0142,0.58,human_review,area is consequential,0
PRP-000713,TCK-005882,2026-08-21T10:01:00Z,KB-0142,0.83,human_review,area is consequential,0
PRP-000714,TCK-005884,2026-08-17T12:14:00Z,KB-0142,0.63,auto_send,confidence above threshold,1
PRP-000715,TCK-005885,2026-08-19T09:52:00Z,KB-0142,0.69,auto_send,confidence above threshold,1
PRP-000716,TCK-005886,2026-08-02T10:12:00Z,KB-0142,0.86,human_review,area is consequential,0
PRP-000717,TCK-005887,2026-08-21T14:41:00Z,KB-0142,0.55,human_review,area is consequential,0
PRP-000718,TCK-005889,2026-08-22T08:29:00Z,KB-0142,0.79,human_review,area is consequential,0
PRP-000719,TCK-005891,2026-08-22T14:05:00Z,KB-0142,0.8,human_review,area is consequential,0
PRP-000720,TCK-005893,2026-08-08T13:38:00Z,KB-0142,0.71,auto_send,confidence above threshold,1
PRP-000721,TCK-005895,2026-08-18T16:12:00Z,KB-0142,0.96,human_review,area is consequential,0
PRP-000722,TCK-005896,2026-08-21T08:19:00Z,KB-0142,0.9,auto_send,confidence above threshold,1
PRP-000723,TCK-005897,2026-08-09T14:36:00Z,KB-0142,0.78,human_review,area is consequential,0
PRP-000724,TCK-005900,2026-08-15T18:47:00Z,KB-0142,0.86,auto_send,confidence above threshold,1
PRP-000725,TCK-005901,2026-08-07T12:38:00Z,KB-0142,0.58,human_review,area is consequential,0
PRP-000726,TCK-005902,2026-08-08T09:35:00Z,KB-0142,0.59,human_review,area is consequential,0
PRP-000727,TCK-005904,2026-08-05T11:41:00Z,KB-0142,0.58,human_review,area is consequential,0
PRP-000728,TCK-005905,2026-08-12T12:15:00Z,KB-0142,0.76,human_review,area is consequential,0
PRP-000729,TCK-005906,2026-08-19T11:54:00Z,KB-0142,0.68,auto_send,confidence above threshold,1
PRP-000730,TCK-005907,2026-08-12T16:18:00Z,KB-0142,0.61,auto_send,confidence above threshold,1
PRP-000731,TCK-005908,2026-08-23T07:49:00Z,KB-0142,0.93,human_review,area is consequential,0
PRP-000732,TCK-005909,2026-08-15T12:11:00Z,KB-0142,0.75,auto_send,confidence above threshold,1
PRP-000733,TCK-005910,2026-08-16T13:24:00Z,KB-0142,0.81,auto_send,confidence above threshold,1
PRP-000734,TCK-005911,2026-08-02T12:33:00Z,KB-0142,0.77,auto_send,confidence above threshold,1
PRP-000735,TCK-005912,2026-08-13T14:34:00Z,KB-0142,0.56,human_review,area is consequential,0
PRP-000736,TCK-005913,2026-08-26T18:50:00Z,KB-0142,0.9,auto_send,confidence above threshold,1
PRP-000737,TCK-005915,2026-08-24T13:00:00Z,KB-0142,0.93,human_review,area is consequential,0
PRP-000738,TCK-005917,2026-08-05T17:30:00Z,KB-0142,0.81,human_review,area is consequential,0
PRP-000739,TCK-005918,2026-08-05T07:03:00Z,KB-0142,0.96,auto_send,confidence above threshold,1
PRP-000740,TCK-005919,2026-08-21T18:18:00Z,KB-0142,0.62,human_review,area is consequential,0
PRP-000741,TCK-005920,2026-08-04T13:35:00Z,KB-0142,0.69,auto_send,confidence above threshold,1
PRP-000742,TCK-005921,2026-08-16T10:40:00Z,KB-0142,0.72,auto_send,confidence above threshold,1
PRP-000743,TCK-005924,2026-08-18T14:31:00Z,KB-0142,0.69,auto_send,confidence above threshold,1
PRP-000744,TCK-005925,2026-08-03T14:47:00Z,KB-0142,0.69,human_review,area is consequential,0
PRP-000745,TCK-005926,2026-08-03T10:30:00Z,KB-0142,0.8,human_review,area is consequential,0
PRP-000746,TCK-005927,2026-08-11T09:30:00Z,KB-0142,0.95,auto_send,confidence above threshold,1
PRP-000747,TCK-005928,2026-08-14T08:38:00Z,KB-0142,0.79,auto_send,confidence above threshold,1
PRP-000748,TCK-005929,2026-08-24T12:41:00Z,KB-0142,0.84,human_review,area is consequential,0
PRP-000749,TCK-005931,2026-08-04T08:06:00Z,KB-0142,0.81,human_review,area is consequential,0
PRP-000750,TCK-005932,2026-08-03T15:45:00Z,KB-0142,0.65,auto_send,confidence above threshold,1
PRP-000751,TCK-005933,2026-08-09T17:27:00Z,KB-0142,0.88,auto_send,confidence above threshold,1
PRP-000752,TCK-005934,2026-08-03T14:38:00Z,KB-0142,0.61,human_review,area is consequential,0
PRP-000753,TCK-005935,2026-08-01T16:54:00Z,KB-0142,0.67,auto_send,confidence above threshold,1
PRP-000754,TCK-005936,2026-08-21T14:40:00Z,KB-0142,0.75,auto_send,confidence above threshold,1
PRP-000755,TCK-005937,2026-08-24T11:02:00Z,KB-0142,0.56,human_review,area is consequential,0
PRP-000756,TCK-005938,2026-08-11T09:12:00Z,KB-0142,0.69,human_review,area is consequential,0
PRP-000757,TCK-005939,2026-08-23T08:05:00Z,KB-0142,0.86,auto_send,confidence above threshold,1
PRP-000758,TCK-005940,2026-08-05T11:49:00Z,KB-0142,0.59,auto_send,confidence above threshold,1
PRP-000759,TCK-005941,2026-08-09T11:20:00Z,KB-0142,0.88,auto_send,confidence above threshold,1
PRP-000760,TCK-005945,2026-08-12T12:22:00Z,KB-0142,0.9,human_review,area is consequential,0
PRP-000761,TCK-005947,2026-08-18T09:04:00Z,KB-0142,0.63,auto_send,confidence above threshold,1
PRP-000762,TCK-005948,2026-08-11T11:27:00Z,KB-0142,0.93,auto_send,confidence above threshold,1
PRP-000763,TCK-005952,2026-08-24T08:31:00Z,KB-0142,0.78,human_review,area is consequential,0
PRP-000764,TCK-005953,2026-08-25T11:54:00Z,KB-0142,0.72,auto_send,confidence above threshold,1
PRP-000765,TCK-005954,2026-08-15T08:30:00Z,KB-0142,0.87,auto_send,confidence above threshold,1
PRP-000766,TCK-005955,2026-08-25T07:20:00Z,KB-0142,0.94,auto_send,confidence above threshold,1
PRP-000767,TCK-005956,2026-08-20T14:57:00Z,KB-0142,0.61,auto_send,confidence above threshold,1
PRP-000768,TCK-005957,2026-08-09T13:45:00Z,KB-0142,0.85,human_review,area is consequential,0
PRP-000769,TCK-005958,2026-08-07T10:03:00Z,KB-0142,0.68,auto_send,confidence above threshold,1
PRP-000770,TCK-005960,2026-08-24T10:47:00Z,KB-0142,0.79,human_review,area is consequential,0
PRP-000771,TCK-005962,2026-08-26T08:50:00Z,KB-0142,0.69,auto_send,confidence above threshold,1
PRP-000772,TCK-005963,2026-08-27T10:43:00Z,KB-0142,0.78,human_review,area is consequential,0
PRP-000773,TCK-005964,2026-08-14T10:09:00Z,KB-0142,0.93,human_review,area is consequential,0
PRP-000774,TCK-005965,2026-08-03T13:17:00Z,KB-0142,0.58,auto_send,confidence above threshold,1
PRP-000775,TCK-005966,2026-08-01T17:31:00Z,KB-0142,0.92,auto_send,confidence above threshold,1
PRP-000776,TCK-005967,2026-08-18T07:12:00Z,KB-0142,0.97,human_review,area is consequential,0
PRP-000777,TCK-005968,2026-08-02T17:50:00Z,KB-0142,0.67,human_review,area is consequential,0
PRP-000778,TCK-005969,2026-08-18T09:40:00Z,KB-0142,0.59,auto_send,confidence above threshold,1
PRP-000779,TCK-005970,2026-08-24T16:43:00Z,KB-0142,0.61,human_review,area is consequential,0
PRP-000780,TCK-005971,2026-08-10T13:06:00Z,KB-0142,0.89,auto_send,confidence above threshold,1
PRP-000781,TCK-005977,2026-08-20T11:52:00Z,KB-0142,0.61,auto_send,confidence above threshold,1
PRP-000782,TCK-005979,2026-08-01T12:41:00Z,KB-0142,0.84,auto_send,confidence above threshold,1
PRP-000783,TCK-005981,2026-08-17T13:20:00Z,KB-0142,0.91,human_review,area is consequential,0
PRP-000784,TCK-005983,2026-08-05T16:46:00Z,KB-0142,0.66,human_review,area is consequential,0
PRP-000785,TCK-005985,2026-08-18T16:21:00Z,KB-0142,0.92,auto_send,confidence above threshold,1
PRP-000786,TCK-005987,2026-08-02T16:42:00Z,KB-0142,0.85,auto_send,confidence above threshold,1
PRP-000787,TCK-005988,2026-08-07T15:14:00Z,KB-0142,0.87,human_review,area is consequential,0
PRP-000788,TCK-005989,2026-08-12T16:36:00Z,KB-0142,0.73,auto_send,confidence above threshold,1
PRP-000789,TCK-005991,2026-08-16T09:28:00Z,KB-0142,0.91,auto_send,confidence above threshold,1
PRP-000790,TCK-005993,2026-08-17T07:43:00Z,KB-0142,0.56,auto_send,confidence above threshold,1
PRP-000791,TCK-005994,2026-08-18T08:15:00Z,KB-0142,0.66,human_review,area is consequential,0
PRP-000792,TCK-005995,2026-08-17T13:16:00Z,KB-0142,0.86,human_review,area is consequential,0
PRP-000793,TCK-005997,2026-08-11T12:39:00Z,KB-0142,0.81,human_review,area is consequential,0
PRP-000794,TCK-005998,2026-08-17T13:10:00Z,KB-0142,0.66,auto_send,confidence above threshold,1
PRP-000795,TCK-005999,2026-08-20T13:46:00Z,KB-0142,0.8,human_review,area is consequential,0
PRP-000796,TCK-006001,2026-08-06T14:42:00Z,KB-0142,0.88,auto_send,confidence above threshold,1
PRP-000797,TCK-006003,2026-08-22T14:36:00Z,KB-0142,0.85,auto_send,confidence above threshold,1
PRP-000798,TCK-006004,2026-08-08T15:56:00Z,KB-0142,0.78,human_review,area is consequential,0
PRP-000799,TCK-006005,2026-08-22T15:08:00Z,KB-0142,0.74,human_review,area is consequential,0
PRP-000800,TCK-006006,2026-08-14T10:32:00Z,KB-0142,0.87,human_review,area is consequential,0
PRP-000801,TCK-006009,2026-08-17T14:24:00Z,KB-0142,0.73,auto_send,confidence above threshold,1
PRP-000802,TCK-006010,2026-08-04T12:04:00Z,KB-0142,0.92,auto_send,confidence above threshold,1
PRP-000803,TCK-006011,2026-08-02T10:54:00Z,KB-0142,0.59,auto_send,confidence above threshold,1
PRP-000804,TCK-006013,2026-08-11T18:43:00Z,KB-0142,0.82,human_review,area is consequential,0
PRP-000805,TCK-006015,2026-08-09T13:34:00Z,KB-0142,0.93,human_review,area is consequential,0
PRP-000806,TCK-006017,2026-08-11T15:55:00Z,KB-0142,0.92,auto_send,confidence above threshold,1
PRP-000807,TCK-006018,2026-08-10T07:03:00Z,KB-0142,0.66,auto_send,confidence above threshold,1
PRP-000808,TCK-006020,2026-08-27T10:40:00Z,KB-0142,0.76,human_review,area is consequential,0
PRP-000809,TCK-006021,2026-08-04T10:07:00Z,KB-0142,0.58,human_review,area is consequential,0
PRP-000810,TCK-006024,2026-08-27T18:01:00Z,KB-0142,0.78,auto_send,confidence above threshold,1
PRP-000811,TCK-006026,2026-08-12T07:19:00Z,KB-0142,0.94,human_review,area is consequential,0
PRP-000812,TCK-006027,2026-08-25T17:23:00Z,KB-0142,0.71,human_review,area is consequential,0
PRP-000813,TCK-006028,2026-08-22T15:31:00Z,KB-0142,0.61,auto_send,confidence above threshold,1
PRP-000814,TCK-006030,2026-08-13T07:51:00Z,KB-0142,0.74,auto_send,confidence above threshold,1
PRP-000815,TCK-006032,2026-08-13T09:49:00Z,KB-0142,0.63,auto_send,confidence above threshold,1
PRP-000816,TCK-006034,2026-08-10T07:02:00Z,KB-0142,0.87,auto_send,confidence above threshold,1
PRP-000817,TCK-006035,2026-08-08T14:00:00Z,KB-0142,0.8,human_review,area is consequential,0
PRP-000818,TCK-006036,2026-08-07T13:24:00Z,KB-0142,0.88,human_review,area is consequential,0
PRP-000819,TCK-006038,2026-08-17T17:03:00Z,KB-0142,0.72,human_review,area is consequential,0
PRP-000820,TCK-006039,2026-08-10T17:08:00Z,KB-0142,0.58,human_review,area is consequential,0
PRP-000821,TCK-006040,2026-08-14T13:46:00Z,KB-0142,0.61,auto_send,confidence above threshold,1
PRP-000822,TCK-006041,2026-08-17T13:24:00Z,KB-0142,0.83,human_review,area is consequential,0
PRP-000823,TCK-006042,2026-08-06T07:18:00Z,KB-0142,0.89,human_review,area is consequential,0
PRP-000824,TCK-006043,2026-08-05T13:34:00Z,KB-0142,0.79,human_review,area is consequential,0
PRP-000825,TCK-006044,2026-08-02T11:22:00Z,KB-0142,0.86,auto_send,confidence above threshold,1
PRP-000826,TCK-006046,2026-08-22T11:17:00Z,KB-0142,0.55,human_review,area is consequential,0
PRP-000827,TCK-006055,2026-08-09T12:19:00Z,KB-0142,0.94,auto_send,confidence above threshold,1
PRP-000828,TCK-006056,2026-08-26T08:37:00Z,KB-0142,0.87,auto_send,confidence above threshold,1
PRP-000829,TCK-006058,2026-08-06T07:52:00Z,KB-0142,0.86,auto_send,confidence above threshold,1
PRP-000830,TCK-006060,2026-08-16T12:41:00Z,KB-0142,0.58,auto_send,confidence above threshold,1
PRP-000831,TCK-006062,2026-08-12T09:28:00Z,KB-0142,0.71,auto_send,confidence above threshold,1
PRP-000832,TCK-006063,2026-08-24T17:54:00Z,KB-0142,0.94,human_review,area is consequential,0
PRP-000833,TCK-006064,2026-08-08T11:34:00Z,KB-0142,0.91,auto_send,confidence above threshold,1
PRP-000834,TCK-006066,2026-08-01T10:38:00Z,KB-0142,0.82,auto_send,confidence above threshold,1
PRP-000835,TCK-006068,2026-08-20T14:56:00Z,KB-0142,0.59,human_review,area is consequential,0
PRP-000836,TCK-006069,2026-08-25T12:41:00Z,KB-0142,0.6,human_review,area is consequential,0
PRP-000837,TCK-006070,2026-08-14T08:42:00Z,KB-0142,0.91,human_review,area is consequential,0
PRP-000838,TCK-006072,2026-08-25T11:22:00Z,KB-0142,0.57,human_review,area is consequential,0
PRP-000839,TCK-006076,2026-08-15T09:10:00Z,KB-0142,0.68,human_review,area is consequential,0
PRP-000840,TCK-006077,2026-08-09T18:22:00Z,KB-0142,0.84,auto_send,confidence above threshold,1
PRP-000841,TCK-006081,2026-08-17T07:53:00Z,KB-0142,0.62,human_review,area is consequential,0
PRP-000842,TCK-006087,2026-08-16T07:29:00Z,KB-0142,0.73,human_review,area is consequential,0
PRP-000843,TCK-006088,2026-08-01T16:13:00Z,KB-0142,0.69,human_review,area is consequential,0
PRP-000844,TCK-006089,2026-08-06T07:35:00Z,KB-0142,0.92,auto_send,confidence above threshold,1
PRP-000845,TCK-006090,2026-08-19T12:04:00Z,KB-0142,0.6,human_review,area is consequential,0
PRP-000846,TCK-006091,2026-08-20T08:07:00Z,KB-0142,0.67,human_review,area is consequential,0
PRP-000847,TCK-006092,2026-08-14T14:33:00Z,KB-0142,0.55,auto_send,confidence above threshold,1
PRP-000848,TCK-006093,2026-08-07T17:50:00Z,KB-0142,0.55,auto_send,confidence above threshold,1
PRP-000849,TCK-006095,2026-08-12T16:25:00Z,KB-0142,0.82,auto_send,confidence above threshold,1
PRP-000850,TCK-006096,2026-08-20T08:30:00Z,KB-0142,0.87,human_review,area is consequential,0
PRP-000851,TCK-006097,2026-08-22T10:17:00Z,KB-0142,0.76,human_review,area is consequential,0
PRP-000852,TCK-006098,2026-08-13T10:10:00Z,KB-0142,0.9,human_review,area is consequential,0
PRP-000853,TCK-006099,2026-08-16T09:24:00Z,KB-0142,0.68,auto_send,confidence above threshold,1
PRP-000854,TCK-006100,2026-08-03T13:39:00Z,KB-0142,0.55,auto_send,confidence above threshold,1
PRP-000855,TCK-006103,2026-08-23T15:01:00Z,KB-0142,0.94,auto_send,confidence above threshold,1
PRP-000856,TCK-006104,2026-08-06T12:12:00Z,KB-0142,0.6,human_review,area is consequential,0
PRP-000857,TCK-006105,2026-08-10T17:26:00Z,KB-0142,0.68,auto_send,confidence above threshold,1
PRP-000858,TCK-006108,2026-08-18T18:52:00Z,KB-0142,0.6,human_review,area is consequential,0
PRP-000859,TCK-006109,2026-08-02T11:31:00Z,KB-0142,0.6,auto_send,confidence above threshold,1
PRP-000860,TCK-006110,2026-08-23T16:02:00Z,KB-0142,0.58,auto_send,confidence above threshold,1
PRP-000861,TCK-006111,2026-08-27T12:17:00Z,KB-0142,0.68,auto_send,confidence above threshold,1
PRP-000862,TCK-006112,2026-08-01T11:58:00Z,KB-0142,0.91,human_review,area is consequential,0
PRP-000863,TCK-006113,2026-08-14T10:57:00Z,KB-0142,0.92,auto_send,confidence above threshold,1
PRP-000864,TCK-006114,2026-08-08T08:10:00Z,KB-0142,0.92,human_review,area is consequential,0
PRP-000865,TCK-006115,2026-08-05T13:42:00Z,KB-0142,0.83,auto_send,confidence above threshold,1
PRP-000866,TCK-006118,2026-08-25T07:15:00Z,KB-0142,0.72,human_review,area is consequential,0
PRP-000867,TCK-006119,2026-08-01T16:36:00Z,KB-0142,0.88,human_review,area is consequential,0
PRP-000868,TCK-006120,2026-08-15T11:42:00Z,KB-0142,0.83,auto_send,confidence above threshold,1
PRP-000869,TCK-006121,2026-08-06T18:08:00Z,KB-0142,0.61,auto_send,confidence above threshold,1
PRP-000870,TCK-006122,2026-08-24T07:33:00Z,KB-0142,0.7,human_review,area is consequential,0
PRP-000871,TCK-006123,2026-08-26T15:24:00Z,KB-0142,0.74,auto_send,confidence above threshold,1
PRP-000872,TCK-006125,2026-08-27T18:59:00Z,KB-0142,0.6,auto_send,confidence above threshold,1
PRP-000873,TCK-006126,2026-08-09T08:51:00Z,KB-0142,0.6,human_review,area is consequential,0
PRP-000874,TCK-006127,2026-08-11T18:55:00Z,KB-0142,0.7,human_review,area is consequential,0
PRP-000875,TCK-006128,2026-08-25T09:12:00Z,KB-0142,0.86,human_review,area is consequential,0
PRP-000876,TCK-006129,2026-08-04T16:13:00Z,KB-0142,0.61,auto_send,confidence above threshold,1
PRP-000877,TCK-006130,2026-08-27T10:13:00Z,KB-0142,0.62,auto_send,confidence above threshold,1
PRP-000878,TCK-006133,2026-08-08T15:14:00Z,KB-0142,0.86,auto_send,confidence above threshold,1
PRP-000879,TCK-006135,2026-08-26T13:45:00Z,KB-0142,0.95,auto_send,confidence above threshold,1
PRP-000880,TCK-006136,2026-08-25T10:54:00Z,KB-0142,0.94,human_review,area is consequential,0
PRP-000881,TCK-006137,2026-08-21T11:08:00Z,KB-0142,0.73,auto_send,confidence above threshold,1
PRP-000882,TCK-006138,2026-08-22T14:23:00Z,KB-0142,0.7,auto_send,confidence above threshold,1
PRP-000883,TCK-006139,2026-08-10T18:54:00Z,KB-0142,0.79,auto_send,confidence above threshold,1
PRP-000884,TCK-006140,2026-08-18T15:53:00Z,KB-0142,0.84,auto_send,confidence above threshold,1
PRP-000885,TCK-006142,2026-08-25T11:36:00Z,KB-0142,0.64,auto_send,confidence above threshold,1
PRP-000886,TCK-006143,2026-08-05T07:17:00Z,KB-0142,0.65,auto_send,confidence above threshold,1
PRP-000887,TCK-006144,2026-08-02T09:13:00Z,KB-0142,0.9,human_review,area is consequential,0
PRP-000888,TCK-006146,2026-08-12T08:22:00Z,KB-0142,0.58,auto_send,confidence above threshold,1
PRP-000889,TCK-006147,2026-08-08T12:17:00Z,KB-0142,0.79,human_review,area is consequential,0
PRP-000890,TCK-006149,2026-08-05T17:14:00Z,KB-0142,0.9,auto_send,confidence above threshold,1
PRP-000891,TCK-006150,2026-08-23T10:21:00Z,KB-0142,0.68,human_review,area is consequential,0
PRP-000892,TCK-006151,2026-08-25T18:00:00Z,KB-0142,0.62,human_review,area is consequential,0
PRP-000893,TCK-006153,2026-08-27T09:10:00Z,KB-0142,0.83,auto_send,confidence above threshold,1
PRP-000894,TCK-006154,2026-08-14T09:28:00Z,KB-0142,0.79,human_review,area is consequential,0
PRP-000895,TCK-006155,2026-08-08T13:23:00Z,KB-0142,0.79,human_review,area is consequential,0
PRP-000896,TCK-006156,2026-08-11T13:51:00Z,KB-0142,0.88,auto_send,confidence above threshold,1
PRP-000897,TCK-006157,2026-08-15T14:37:00Z,KB-0142,0.61,auto_send,confidence above threshold,1
PRP-000898,TCK-006158,2026-08-26T09:29:00Z,KB-0142,0.94,auto_send,confidence above threshold,1
PRP-000899,TCK-006159,2026-08-12T11:33:00Z,KB-0142,0.78,human_review,area is consequential,0
PRP-000900,TCK-006161,2026-08-06T09:50:00Z,KB-0142,0.55,auto_send,confidence above threshold,1
PRP-000901,TCK-006162,2026-08-12T13:36:00Z,KB-0142,0.71,human_review,area is consequential,0
PRP-000902,TCK-006166,2026-08-24T14:54:00Z,KB-0142,0.8,auto_send,confidence above threshold,1
PRP-000903,TCK-006167,2026-08-07T09:12:00Z,KB-0142,0.67,human_review,area is consequential,0
PRP-000904,TCK-006168,2026-08-27T14:19:00Z,KB-0142,0.92,auto_send,confidence above threshold,1
PRP-000905,TCK-006170,2026-08-02T15:29:00Z,KB-0142,0.92,human_review,area is consequential,0
PRP-000906,TCK-006171,2026-08-03T15:06:00Z,KB-0142,0.69,auto_send,confidence above threshold,1
PRP-000907,TCK-006172,2026-08-26T10:24:00Z,KB-0142,0.67,auto_send,confidence above threshold,1
PRP-000908,TCK-006173,2026-08-15T14:21:00Z,KB-0142,0.94,auto_send,confidence above threshold,1
PRP-000909,TCK-006174,2026-08-22T13:02:00Z,KB-0142,0.57,auto_send,confidence above threshold,1
PRP-000910,TCK-006175,2026-08-01T13:49:00Z,KB-0142,0.73,auto_send,confidence above threshold,1
PRP-000911,TCK-006176,2026-08-16T17:21:00Z,KB-0142,0.82,auto_send,confidence above threshold,1
PRP-000912,TCK-006177,2026-08-26T15:09:00Z,KB-0142,0.73,auto_send,confidence above threshold,1
PRP-000913,TCK-006178,2026-08-18T13:59:00Z,KB-0142,0.61,auto_send,confidence above threshold,1
PRP-000914,TCK-006179,2026-08-23T14:48:00Z,KB-0142,0.78,auto_send,confidence above threshold,1
PRP-000915,TCK-006180,2026-08-27T16:00:00Z,KB-0142,0.95,human_review,area is consequential,0
PRP-000916,TCK-006182,2026-08-13T16:37:00Z,KB-0142,0.81,auto_send,confidence above threshold,1
PRP-000917,TCK-006183,2026-08-22T16:49:00Z,KB-0142,0.96,human_review,area is consequential,0
PRP-000918,TCK-006184,2026-08-05T07:13:00Z,KB-0142,0.86,auto_send,confidence above threshold,1
PRP-000919,TCK-006185,2026-08-09T18:26:00Z,KB-0142,0.74,auto_send,confidence above threshold,1
PRP-000920,TCK-006187,2026-08-17T08:15:00Z,KB-0142,0.63,auto_send,confidence above threshold,1
PRP-000921,TCK-006188,2026-08-08T10:37:00Z,KB-0142,0.73,human_review,area is consequential,0
PRP-000922,TCK-006189,2026-08-12T11:45:00Z,KB-0142,0.58,human_review,area is consequential,0
PRP-000923,TCK-006190,2026-08-19T11:54:00Z,KB-0142,0.73,human_review,area is consequential,0
PRP-000924,TCK-006191,2026-08-03T12:18:00Z,KB-0142,0.56,auto_send,confidence above threshold,1
PRP-000925,TCK-006192,2026-08-06T16:40:00Z,KB-0142,0.85,auto_send,confidence above threshold,1
PRP-000926,TCK-006193,2026-08-03T08:45:00Z,KB-0142,0.75,human_review,area is consequential,0
PRP-000927,TCK-006194,2026-08-11T18:07:00Z,KB-0142,0.88,human_review,area is consequential,0
PRP-000928,TCK-006195,2026-08-22T10:31:00Z,KB-0142,0.77,human_review,area is consequential,0
PRP-000929,TCK-006196,2026-08-17T17:41:00Z,KB-0142,0.96,human_review,area is consequential,0
